aerobe	anaerobe	facultative	MeanDecreaseAccuracy	MeanDecreaseGini
Abhydrolase_1	0.00465609235703114	0.00294334378937895	0.000433233406201291	0.00347166574738945	2.16678787530389
adh_short	0.00439727263794117	0.00444545876155245	0.00102408556776778	0.00387508856688079	2.66555090679057
NRDD	0.00429656868660233	0.00527534795210208	0.00101005270956756	0.00410396346283336	3.63752578149286
Acyl-CoA_dh_M	0.00397902702251597	0.00230616955022152	8.37034941689176e-05	0.00285638954725466	1.59840043998993
adh_short_C2	0.00369388292709814	0.00392774768842366	-0.000587588424181224	0.00312767812146532	2.25091943131631
Gly_radical	0.00361736466275468	0.000615412697211234	0.00100287351596766	0.00225470588552993	1.20016613522873
COX1	0.00348628870995413	0.00829212744625261	8.76314226417047e-05	0.00445883445373747	3.50669299174312
Bac_luciferase	0.00326846552541388	0.00445471583178399	0.000486821978654744	0.00318852913388286	2.33460279210005
Biotin_lipoyl	0.00321932992399391	0.00428139399286117	0.000976283721204417	0.00319711402951847	2.70335269701401
Fe-S_biosyn	0.00316255525255982	0.00394104714709311	0.00129911291830163	0.00310630453593799	1.99706031355063
2-oxoacid_dh	0.00306776300262026	0.00881304486302515	0.00153648642974778	0.00463387725745926	4.50636197768929
GMC_oxred_N	0.00295494474980147	0.00318761103480728	0.000403920438088674	0.00262173231337228	1.88829492048019
PFL-like	0.00281155552901937	0.000340253078373425	0.000254143690704267	0.00162123367541458	0.997487865796878
FA_desaturase	0.00278533394768442	0.00727121025076916	-0.000252351230993984	0.00371842921864729	2.95749277563892
Aldedh	0.00277525753951602	0.0065295383768053	0.000891692735381913	0.00366812124032443	2.93213446341939
OxoGdeHyase_C	0.00275527238315703	0.00834142163662194	0.000375081533947586	0.00415604914871603	4.07351248493758
COX3	0.00272969464560637	0.00888949698616367	0.000685633609477359	0.00430396522697477	3.1132787883866
GMC_oxred_C	0.00264287642176823	0.00265626614735169	5.96237837339058e-05	0.0022556694991549	1.90543079580328
FAD_binding_3	0.00260311004673549	0.00666021528857229	0.000968841150678124	0.00360577925665521	3.09751208283029
Prismane	0.00257756138728147	0.00317352145098933	0.000261606377646369	0.00242984139449983	2.08944874103028
Acyl-CoA_dh_N	0.00255057622751089	0.00138710587675515	-0.000209223125453046	0.00176456200843058	0.933746176231497
E3_binding	0.0025028715883516	0.00447351087860174	0.000593916095633605	0.00281952316311766	2.93556332499222
ADH_zinc_N	0.00246177078521198	0.000820939069316152	-0.000126176572984337	0.00155430236335859	0.833594094325976
Glyoxalase	0.00245882948576947	0.00781756301689267	-0.000163629008112132	0.00371765012528991	3.06105391621642
FeoB_Cyto	0.00238905728006072	0.00207735068021176	0.000960187451531102	0.00207106089485453	1.7322549102773
DHODB_Fe-S_bind	0.00234881090715339	0.00567148042759715	0.000462059355217579	0.00311720124508608	3.76164743087125
DAO	0.00225685135311666	0.00391343868931534	0.00115383317800447	0.00262739830103095	2.08648171513318
Cytochrom_C_asm	0.00224525452216405	0.00268077826317095	0.000847174062265065	0.00216295083688683	1.74431598242324
PNP_phzG_C	0.00223527398172323	0.00436663249941374	0.000841300722492478	0.00268554859561925	2.16978025951856
Thiolase_N	0.00211093114140288	0.00202493689009685	4.01246292162773e-05	0.00176241787162573	1.16414183238845
Fe_hyd_lg_C	0.00209058495013487	0.00339008662095252	0.000188412271459601	0.0022119044516129	2.57137142528059
DUF2229	0.00199474328345721	0.00264085944753868	0.000810056527170351	0.00199874345659631	2.71470576105561
Rieske	0.00199442517923496	0.0018131883399382	-2.36303456718485e-05	0.00162530849861209	0.875100643637202
3HCDH_N	0.00189582072969758	0.00113371843537884	0.000146055169698181	0.00137754749249967	0.891656352727402
FAA_hydrolase	0.0018871399445586	0.00260267785333379	-3.10490042005922e-05	0.00181014628955489	1.47929423303352
Pyrophosphatase	0.00187419557310865	0.00197199872229915	0.000453950108597461	0.00167357773117964	1.2392118548522
POR_N	0.00187352573042455	0.00395584142104144	-3.49951820794267e-05	0.00223785705638959	2.34715177085913
HGD-D	0.00187112599597319	0.00401948787198545	0.000305237132914492	0.00231098539596389	2.83291917640765
Fe_hyd_SSU	0.00182929866411715	0.00211783366394311	-2.89126201213453e-05	0.00163311195888129	2.63087321872054
Ferrochelatase	0.0018095956803142	0.00335507869294106	0.00147923329734056	0.00225097455185625	2.56292459973975
COX15-CtaA	0.00175923170525055	0.00803839471490751	0.000672040707680056	0.00355297809695357	2.41568816528242
TetR_N	0.00173514374016952	0.00051876947233932	0.000412947780697708	0.0011601036893566	0.950515122049413
YceI	0.00170896923228247	0.00644297046118368	0.000470828387693632	0.00301818573376309	2.59631062593991
Nitro_FeMo-Co	0.00168216882979609	0.00210016788175537	0.000201373734242089	0.0015926476671307	1.39194268385599
ADH_N	0.00167414070605992	0.00100707663533853	0.000168993656491972	0.00123126710514829	0.961222779891587
Radical_SAM	0.0016637513246039	0.00254939304946259	0.000449378824427037	0.00174815615244066	2.13995964463011
PFOR_II	0.00164774386940913	0.00266012102104218	-0.000151614987003096	0.00169911409564991	1.70946419979881
PTS_EIIC	0.00163876296670394	0.000230054675071681	0.000724850754065345	0.00103927594676985	0.744899721507111
DUF2179	0.00160452350420439	0.00215114348619971	0.00168406897697179	0.00177058174149145	1.5795092130231
EKR	0.0015956295479529	0.00192842281052424	2.52477093470506e-06	0.00145724563091969	1.20635606834965
C_GCAxxG_C_C	0.00158318505767329	0.00147943557274457	8.13494077942055e-05	0.00131064460946432	1.58840157065675
Acyl-CoA_dh_1	0.00156113658812129	0.000983399716371945	-5.25167668045231e-05	0.0011284324931199	0.605425064698228
Fer4	0.00154407330134677	0.00343390781458625	0.000505846816643007	0.00196308227215191	2.41815788159522
DNA_ligase_A_C	0.00151991941330279	0.0011867327387264	0.00067275112053849	0.00128338249265045	0.729403009031019
Abhydrolase_6	0.00151832844060522	0.000781824190647004	0.000248495268490608	0.00109329389165105	0.731772228151292
3HCDH	0.00147051155681072	0.00133196442846618	0.0003995897346832	0.00126823418932132	1.22796685611399
ECH_1	0.00145624231501129	0.00271673035036144	0.000116292466424353	0.00162833789158483	1.18299607351238
COX2	0.00145298974827602	0.00467703823171373	0.000423242480956953	0.00231870145759926	1.97921386396815
DLH	0.00144171683402409	0.00167795364418743	1.45051956855741e-05	0.00129492698151906	1.07340983327578
2-oxogl_dehyd_N	0.0014348161518939	0.00492511450533008	0.000363048855018313	0.00238921170071772	2.06792348184845
ACAS_N	0.00140285158721373	0.00167584283110124	0.000255639379469673	0.0013091965892232	0.782948441041
DSBA	0.00138332747603564	0.00289990819440066	0.00063402581573362	0.00175024805366781	1.83740549364493
MFS_1	0.00137011040218027	0.00101193753924085	-0.000127727290982535	0.00100823751599919	0.899791588819613
Radical_SAM_C	0.00136372273606349	0.000797693405330853	-5.22163792238279e-05	0.000965083620798058	0.836443766057189
TatC	0.00135380190695516	0.00141624077210472	0.000567087201994402	0.00125195977432658	1.00048866739571
UPF0176_N	0.00134610214759028	0.00952188348194967	0.000214511870436626	0.00371956981286837	2.63635222878362
Fer4_20	0.00131966059947643	0.00111717483190647	-4.95053635509162e-05	0.00103617529326572	0.839878524699155
Rubrerythrin	0.00131783349436321	0.00418962368773938	0.000556486124126874	0.00209911416492429	2.08387876928526
PyrI_C	0.00131544170738573	0.00061812788818953	0.000457475276787835	0.000961445748351943	0.722408416718795
Sdh_cyt	0.00131002611469711	0.00450477428323784	0.000450204031956385	0.00216819620135704	1.76168410912304
AMP-binding_C	0.00129243630218217	0.00119694844621148	-7.35607906729531e-06	0.00106015106503431	0.619898000774997
Thiolase_C	0.00128206234743248	0.00144402161534768	-0.000169651681667465	0.00111950253916308	1.02411756968081
E1_dh	0.00122281990199647	0.00183093950345263	0.000778736306531574	0.00134505583366084	1.67050642878739
UbiA	0.00121811954332431	0.000479590155307187	0.00036102268857382	0.000857315101144287	0.725495479567669
URO-D	0.0011873397372953	0.00079613795882777	0.000399922271158251	0.000941430294451183	1.00359447975152
BcrAD_BadFG	0.00118726697498315	0.00214537049546237	7.33835297382014e-05	0.00132364138985739	1.85086777513999
Aminotran_3	0.00118020199112624	0.00101062567822912	0.000352351636355754	0.000997055113070794	0.975695147563332
NUDIX	0.00117830321583663	0.000780324931989315	0.000104659925582029	0.000888539697822166	0.836852397104976
ClpS	0.00117203553663799	0.00135130218537038	0.000217001758703336	0.00108509783238795	0.870357917268711
Rhodanese	0.00115334770754665	0.00274027707058551	0.0010997084723536	0.00165813770707815	1.95431949336787
EFG_C	0.00113837210658652	0.00120867940657587	0.000312133789464021	0.00102696287448571	1.04574785139808
PTS_EIIB	0.00110010397960455	0.000301121589339297	0.00117608993497666	0.000859591898289873	0.912277627116702
Hydrolase_3	0.00109804341416141	0.000131402698720346	0.000252584854298607	0.000668231654843499	0.712413677881988
Sod_Fe_N	0.00108818736299536	0.00175928746951261	0.000655442488624908	0.00123017227828398	1.31327254902505
Desulfoferrodox	0.00107650623037309	0.0021707335406515	0.000498029334837003	0.00132788037866015	2.02595540102442
PhyH	0.00107564966808903	0.0024635986099346	7.79177743787278e-05	0.00134019731217333	1.18837643503913
Sigma70_r4_2	0.00106685062896922	0.000255686908002796	3.15825383846231e-05	0.000650511718797189	0.455413151430626
AMMECR1	0.0010623825838655	0.00111340862953991	0.000344714168961492	0.000970475485738077	1.00216912096799
FAD_binding_6	0.00105062344719635	0.00111156343998093	-7.24382491571435e-05	0.000887083439969415	0.657712624199758
DHH	0.00104995843664366	0.00180877122982644	0.000164300175476192	0.00115597010391856	0.761506326481878
AdoHcyase	0.00101027400138215	0.000246871297806331	9.95071118973703e-05	0.000630931140464693	0.352709461376204
Peptidase_M17	0.00100867937497465	0.00257109112896313	0.000670561162964826	0.00144309394795386	1.42564049237857
Pirin	0.00100328822497541	0.00116344503339513	0.00030775670856181	0.000928312427007014	0.778944338667549
Epimerase	0.00100071578947603	0.000288576371290024	-0.00010988530371026	0.000604934619267408	0.400084582719852
Fer4_12	0.000991246312036708	0.00169496388038701	0.000528938105620854	0.00114171834405945	1.22195517469826
YCII	0.000988469272079112	0.00207880975649637	0.000917732392192169	0.001329143389234	1.51921494205051
FTHFS	0.000970421000026287	0.00127041226205283	0.000597924687904071	0.00100887636906671	1.17615091466129
DUF3378	0.00096148177855895	0.000891535935301211	3.63348570730859e-05	0.00079455435632633	0.913086384715648
TSCPD	0.000957255035119071	0.000636186179778094	0.000491995651014589	0.000779575548281389	1.04858900244124
Acyl-CoA_dh_2	0.000955191348318932	0.00124870319152877	0.000145135464770083	0.000913365395636997	0.640729734923136
NDK	0.000944611602470795	0.000466243227863026	3.48557814177772e-05	0.000657248996479734	0.482340963984012
DUF179	0.00094223537180792	0.0011197099863727	0.000456671726395444	0.000931848798654311	0.646965460794053
Cytochrome_CBB3	0.000937419123157113	0.00426911392740244	0.00048748111206004	0.00190201518233763	1.43407031643239
Pro_dh	0.000936986451875724	0.00333052563351824	0.000543459186969824	0.00161156591529433	1.83466730135113
Sigma70_r2	0.000924018006475704	0.000627687269004154	-0.000222214834710168	0.000664697002810937	0.477029667228889
HydF_dimer	0.00092325701690826	0.0010249293434758	3.22929865240472e-05	0.00081652785294612	1.08656041652138
Acetyltransf_1	0.00092238346056132	0.0016123543737544	-4.36881983746402e-05	0.000992771137582156	0.823655761032496
SnoaL_2	0.00091996752263071	0.000489074946343407	2.29535600929893e-05	0.000649387123871988	0.516239850452023
p450	0.000916593027404358	0.00402592811001155	-6.42964978396821e-05	0.00173818846554079	1.27047626830876
PurK_C	0.000912803240337187	0.00248263355951603	0.000623597061812855	0.00133990571417953	1.59719233659074
DHHA1	0.000901807639920687	0.000318028733017018	-0.000148656614515928	0.000557467063372316	0.366294517474665
Multi_Drug_Res	0.00090019917043241	0.00227936557968556	0.000408280964020616	0.00125369471545776	1.28276190302357
GCV_T	0.000894592698972709	0.00165754745043148	0.000208521287517809	0.00102197334723078	0.682680221022768
CSD	0.000887180543438729	0.00161887558563521	3.7171152052702e-05	0.000999415381443762	1.04833017330021
GATase_3	0.000886645519863988	0.000487521510432819	5.83109625845056e-05	0.000630655195872897	0.640745754025367
FA_hydroxylase	0.000886422555424064	0.00133024324620282	0.000160067225748614	0.000906367961390653	0.871266945788742
Fapy_DNA_glyco	0.000876318202587992	0.00212636222701258	0.000374924853438063	0.00118437658526741	1.2781042879109
PyrI	0.000868926535764798	0.000828044254656645	0.000578231468103069	0.000819439890627479	0.549278457055852
POR	0.000868919410233476	0.00198983715349804	6.60733586228374e-05	0.00110106160491344	1.18539573207785
DUF362	0.000861004326090295	0.001451198341578	0.000405605296739062	0.000975917728023089	1.40285641588915
NAD_binding_1	0.000857467598881191	0.00141308101214283	0.000375242584142744	0.000954789289495307	0.781126710169001
HydF_tetramer	0.000849800994565088	0.000652379585269084	0.000365294765652004	0.000712964490948559	1.15431781706299
Sod_Fe_C	0.000849425902276021	0.00157482204776249	0.000442151954479572	0.00100584054564336	1.2785325552861
Trans_reg_C	0.00084158638624225	0.000480386927445315	0.000278929308251931	0.000637140920699877	0.681485442962058
LuxS	0.000831608845682124	0.000120876951179885	0.000135926007294298	0.000508178636197979	0.34239977848356
Pirin_C	0.00082466247458916	0.000777844279946237	3.53030495676972e-05	0.000675879919615753	0.585738572714075
FeoB_N	0.000813218591959388	0.000605189049839757	0.00072988310685729	0.00072467199312236	0.63547890661864
ALAD	0.000802184204839999	0.00067925030002629	0.000266978654139141	0.000671532715325298	0.486166632533685
RnfC_N	0.000799106430191396	0.000466816924214268	0.000251246438059905	0.000608785580035275	0.549328094222785
PASTA	0.000789481674592205	0.00193464878525883	0.000211900403729003	0.00104275816047496	0.781768415622592
Pyr_redox_3	0.000783805216651837	0.00440625274961185	0.000204702626988913	0.00183035101331747	1.42793726454147
Peptidase_U32	0.000778836157430437	0.00035810580112154	0.000770528157624153	0.000644804169332689	0.649676473723712
H2TH	0.000776655600387546	0.00155908301440204	0.000474121524633933	0.000974099274012974	1.03968290922574
FAD_binding_4	0.000768945430854132	0.00105542776240742	-7.66861268033258e-07	0.000737531170942412	0.629976616508247
DUF402	0.000764713732649461	0.00119288800006911	0.000487189958046975	0.000857341888841516	0.922621402296314
Fer4_11	0.000759679741180168	0.000320976160037004	0.000127005946583793	0.000525595916218393	0.560603304792173
Sulfate_transp	0.00075871631705475	0.00268066680354446	0.00082317871979957	0.00137965123520025	1.21320609361707
PDH_E1_M	0.000755451948136487	0.0020739239036804	0.000310067336713402	0.00110509506923629	0.918350143145732
HATPase_c	0.000752817229139664	0.000564264462888343	0.00071276687108664	0.000685854751220855	0.748786190704084
