aerobe	anaerobe	facultative	MeanDecreaseAccuracy	MeanDecreaseGini
COX1	0.00444134723966872	0.00765983719812295	0.000181224966210371	0.00475929894915699	3.96628240532844
Acyl-CoA_dh_M	0.00417486246602973	0.00220180821950523	-0.000566426864968039	0.00281088592935942	1.6410484210236
FAD_binding_3	0.00400522549682029	0.00739912021097139	0.0010430778271482	0.00459606360561859	3.32290168956679
Gly_radical	0.00395044238387062	0.000553582283053251	0.00084430820597392	0.00241382747664334	1.49011549655264
adh_short	0.00389218532108777	0.0036935505315982	0.000760937569162863	0.00332614773222616	2.28948851835809
Abhydrolase_1	0.00377432533601625	0.00199583425369203	0.000164569894118372	0.00264264672829147	1.46275754598638
NRDD	0.00360961693875429	0.00454238158563782	0.000587166496775865	0.00342133536400247	2.76014607990011
E3_binding	0.003360618514109	0.00573801077468835	0.000375947777081377	0.00365533482414669	4.36974769791698
PFL-like	0.00333126479462931	0.0007650005955074	0.000819109355501635	0.00214273755374405	1.24611629025036
FeoB_Cyto	0.00332368448827847	0.00252178238556981	0.000785315588933319	0.00266612897039886	2.03560493769142
Bac_luciferase	0.0032400012729668	0.00470483637191775	0.000115921867986972	0.00322723692618672	2.25592248953503
Acyl-CoA_dh_N	0.00315742298623159	0.00169196496375639	0.000151861973353457	0.00222623931925524	1.23783959923548
GMC_oxred_C	0.00308033030387913	0.0041008342422813	-7.1988931679251e-05	0.00289844029938515	1.9534821849461
Biotin_lipoyl	0.00300991993955072	0.00372799201913053	0.00104269547435098	0.00292743819877286	2.44888631590067
POR_N	0.0029959924258387	0.00507248753559919	0.000404017782470136	0.0032500037398599	3.80075673096306
Thiolase_C	0.00284406764657068	0.0036757148432627	-1.53126303610266e-05	0.00267968973575326	1.99101506356298
COX3	0.00283386881897885	0.00785496597189685	0.00157965006392759	0.0042284659868457	3.69955262141319
2-oxoacid_dh	0.00279321913580454	0.00857572472377457	0.00268002060593869	0.00458183527918236	5.02966221738174
Fe-S_biosyn	0.0026506898600988	0.00379565531390222	0.00135030056218902	0.00281273962564434	1.81284898825107
GMC_oxred_N	0.00256390359472535	0.00201901587747118	-0.000259705907658757	0.00194514719556376	1.06059134988457
Prismane	0.00254942612665233	0.00307951143345532	3.82800305093218e-05	0.00231942022122161	2.08063798600376
Acyl-CoA_dh_1	0.002451457897776	0.00181624675152423	0.000252271374971628	0.00192932615771709	1.39063747510057
