aerobe	anaerobe	facultative	MeanDecreaseAccuracy	MeanDecreaseGini
NRDD	0.00500537970571384	0.00505101818289707	0.00111257800059932	0.00440073043354064	3.87084236411332
Abhydrolase_1	0.00469837494533357	0.00320506525635512	0.000178955812165521	0.00350962850416321	2.38527621367201
FAD_binding_3	0.00407465461104668	0.00762475438806332	0.0017698480276818	0.00483463797907035	3.12474959278505
GMC_oxred_N	0.00385008562465086	0.00263880992228833	0.000550647317428817	0.00294241043093942	1.74440532440818
COX3	0.0037383652029417	0.00832862529796532	0.00128379978038617	0.00483068170857456	3.67540013459008
Acyl-CoA_dh_N	0.00362244668732805	0.00168089913980301	-0.000480186111532608	0.00235573770834732	1.14894288076634
Biotin_lipoyl	0.00356842672189002	0.00357466808885806	0.00152215088103004	0.00324774582822805	3.34736447774518
E3_binding	0.00351337784147869	0.00496824634601907	0.00102096324355596	0.00357203295150066	3.99836537436214
COX1	0.00349042116854943	0.00724038804598155	0.000634895125789371	0.00421290741967954	2.9869776294039
FA_desaturase	0.00337330923727558	0.00474692522675995	-8.95664341282397e-06	0.00329477337368823	2.24793853061631
Gly_radical	0.00312200647655238	0.000446337914814504	0.000483594041899586	0.00187341526876705	1.32931859707818
PFL-like	0.0029097358594668	0.000561771975987605	0.000982079048235532	0.00186843572406202	1.08930508002745
2-oxoacid_dh	0.00283144454502661	0.00572534958012006	0.00226833977786505	0.00363683515702257	3.49476922868175
Glyoxalase	0.00276021534975906	0.00815479329659455	0.000569510669501739	0.00409961637930384	3.2324270191611
POR_N	0.00260672569406446	0.00421029041274488	-0.000249484385764542	0.00267415755193934	2.96991971550089
HGD-D	0.00259012986900877	0.00532050359979921	0.000422282164387715	0.00312779903971336	3.85669803471396
Aldedh	0.00258551421695708	0.00375894651990466	-2.35575408106416e-05	0.0025454298279833	1.73019062977349
adh_short	0.00257478594903864	0.0020498148919863	0.000493273794372281	0.00207464994116697	1.19435268439918
Bac_luciferase	0.00256944879982361	0.00530192061746082	-0.000196893509352666	0.00297552947586778	1.67860519067465
C_GCAxxG_C_C	0.00254234926773256	0.00258447557936873	-2.09886681327407e-05	0.00216042945192966	2.39573548091799
DUF2229	0.0025252804167996	0.00224704279924401	0.000322663935548158	0.00209554628874499	2.64549798775582
DHODB_Fe-S_bind	0.00248332604857972	0.006235906499669	0.000224142257897992	0.00330179612858797	4.2595304056362
adh_short_C2	0.00244397568309517	0.00192190284027775	-0.000446301115403071	0.00186054812469128	1.19519694716249
PurK_C	0.00238274844623851	0.00510046452595422	0.000808005680261921	0.00300321354631359	3.12131596170566
Ferrochelatase	0.002342050430863	0.00322637836218945	0.00149763540428103	0.00247857469968541	2.92378944826804
Acyl-CoA_dh_M	0.00231215843601349	0.00154023282636758	-0.000129833134836434	0.00165957122981292	0.831368200233146
Thiolase_N	0.00226018061701635	0.00195501548199115	-0.000282391246893632	0.00176165255795204	1.38479771873299
DNA_ligase_A_C	0.0022546643374545	0.000612130425424615	0.000436702430900634	0.00144497411714882	0.779774898949195
3HCDH	0.00225065688872224	0.00156318099619687	0.000362130734302408	0.00173720419979907	1.40065010636075
ECH_1	0.00216755924325381	0.00253396361248759	0.00013548894225366	0.00197081471700816	1.50346505402959
Fe-S_biosyn	0.00214184827242324	0.00318722348342942	0.00128827148489737	0.00233051649596989	1.44503623058483
PFOR_II	0.00211652553103306	0.00288141912856027	-0.000121460784995354	0.00200292241336316	1.87059471593574
Fer4	0.00199709854420048	0.00314899995873272	0.000663730466625017	0.00214215549314471	2.77773331196084
Prismane	0.00197572050691739	0.00233751602449647	0.000225716848405285	0.00181555622463295	1.6699823523323
Fer2_3	0.00197484710944205	0.000546713433262516	0.000152519630784509	0.00123914021455152	0.748722589417332
GMC_oxred_C	0.00193754127445789	0.00269893801939496	-0.000117417282623907	0.00188049676229745	1.3968226996127
Fe_hyd_lg_C	0.0019364348798362	0.00262046130004125	0.000435362138036087	0.00191731845674338	2.12180803321353
E1_dh	0.00186185642169923	0.0024274062431081	0.000846844624671084	0.00188281298512259	2.5242588199306
Rieske	0.00184078529962792	0.0029945105136644	0.000342170494334384	0.00197568607148456	1.57928761769588
DAO	0.00183693251935507	0.00374296375567443	0.00125794856857614	0.00234349436642796	2.21615064036333
Thiolase_C	0.00181092901822697	0.00305732228350804	-6.40646055044575e-05	0.00188393910268103	1.78025492605127
ADH_zinc_N	0.00179746218347434	0.000766501497477532	-0.000387634202135973	0.00113459179340581	0.789453250861296
Acyl-CoA_dh_1	0.0017837871865169	0.00129907707535821	-7.67311045785552e-05	0.00134853336762083	0.835875999316809
FAA_hydrolase	0.00174195476900662	0.00298760461579108	6.69148571257004e-05	0.00187849473706491	1.90153618737419
YceI	0.00167835555299795	0.00683271863799083	0.000541305675422762	0.00311838233215366	2.8976971734073
Nitro_FeMo-Co	0.00162098856319917	0.00137710216998518	0.00058258660661273	0.00138197529902212	1.25500073590021
Radical_SAM	0.00160076089608556	0.00227320529558233	0.00030313582006869	0.00159628351642083	1.49693551123508
Abhydrolase_6	0.00156054651885082	0.00183428842785836	0.000272457534970301	0.00143181199674769	0.939704938851833
COX2	0.00152153926856712	0.00582994586303585	0.000910588832441378	0.00277650734257079	2.51780993457409
HydF_dimer	0.00150044419863231	0.00131161689084886	0.000343546232522169	0.00126398092676404	2.06954359783435
Cytochrom_C_asm	0.0014952643512168	0.00255900003751805	0.00065651920333309	0.00168231431892167	1.47490033260136
OxoGdeHyase_C	0.00148533903046628	0.0066387828197169	0.000797712534622224	0.00298879427327902	2.09556714611354
EKR	0.00147262472374117	0.00179278549511473	4.34238037942177e-05	0.00135617401453412	0.988455189105187
Fer4_20	0.00146021246676122	0.00116383047770251	0.000197125295100236	0.0011672405352408	1.0125195724392
Cytochrome_CBB3	0.00145180684254504	0.00319544637740865	0.000342699599953835	0.00182889645561667	1.46419631897889
Peptidase_M17	0.00144581215290897	0.0024947965686429	0.00163400751444123	0.00178633630997668	1.71284327350424
MFS_1	0.00143962667460937	0.000684090368415947	-0.000160123191000423	0.000952948732184338	0.659262722525506
UPF0176_N	0.00143565159937998	0.0104967721858483	0.000331187670109077	0.00409796081035394	2.65649540583047
Fe_hyd_SSU	0.00143398182760952	0.00153237314427682	0.000243254445707733	0.00127399044610531	2.03788557625273
2-oxogl_dehyd_N	0.00143300641529469	0.00615406605507134	0.000369358077517698	0.00273318818347694	2.93077674374269
Pro_dh	0.00141708722924945	0.00233048340615975	0.000278977996112518	0.00152825343826073	1.44766066937126
Bac_globin	0.00140511165579223	0.00463401306028497	0.000694308574342627	0.00232152854089505	1.65598180020953
Desulfoferrodox	0.00136127201992521	0.00187041671733878	0.000451185515160262	0.0013777820359921	2.13978209730567
UbiA	0.00129319916462972	0.000636626228724592	0.000247733454842823	0.000934248746739731	0.738752700944502
FeoB_Cyto	0.0012801203212373	0.00116755247633132	8.98079494424167e-05	0.00105100841133387	0.993784218498269
NDK	0.00127968797798487	0.000844315739706293	9.67885671158639e-05	0.0009586399381386	0.96264312466622
PNP_phzG_C	0.00127384886343181	0.00253799702153648	0.000228640159573955	0.00149358281052369	1.13334954770414
DAO_C	0.00125537509655557	0.0030551042308483	0.000830448219216448	0.0017661879565612	1.64768273456955
ClpS	0.00124575318717767	0.00122631665115186	0.000466731706774792	0.00113060528522558	0.85021892805706
Radical_SAM_C	0.00123279064763779	0.000616508510023841	-1.04871332147886e-05	0.000844349348180276	0.667489154090266
DUF2179	0.0012293764843217	0.00103708992332028	0.000384851817409055	0.00104481196868676	0.80320253640955
FAD_binding_6	0.0012266949965978	0.00179566191453428	8.91912487594013e-05	0.00121962691345462	0.92241229243188
DSBA	0.00121900275021632	0.00193542974754622	0.000610996624617077	0.00135777646772099	1.14330482916636
POR	0.00121755683732435	0.00204419295730745	-8.13667099818519e-07	0.00128007763373309	1.20938852218081
Pyrophosphatase	0.0011931362867092	0.0015328391473625	0.000564954280564025	0.00120683580148219	1.24150106766472
HydF_tetramer	0.00119051575146187	0.00100512489114544	0.000105840173217084	0.000955407472719818	1.58539099076198
ACAS_N	0.00118570426128902	0.00102225940246017	4.2245259399082e-05	0.00096943172042407	0.56461236273859
SnoaL_2	0.00117675284285449	0.000724213681552605	0.000174579913176047	0.00087858039789028	0.641581857963055
Rubrerythrin	0.00116296989841061	0.00484741190770009	0.000467376022361212	0.00221042197495526	2.35488460714674
BcrAD_BadFG	0.00115037951529954	0.00225135125521415	0.00044246421192037	0.00138723045335483	1.56598411106866
Acyl-CoA_dh_2	0.0011489474067675	0.00154264176794609	2.98374826267928e-05	0.00109256513497201	0.796910419784374
HATPase_c	0.00113387674785012	0.000345364817237405	0.000156807898797869	0.000738932919721047	0.616027337459721
MoaE	0.00113192714425635	0.00192488601714137	0.000401344304789973	0.00127160485022407	1.14449679795952
Rhodanese	0.00113183446531092	0.00332323843594232	0.00102667772087419	0.00180407578812679	2.16024276402406
DLH	0.00112407311002958	0.000742084476829797	-0.000119809342579675	0.000814253394212321	0.618483693562881
3HCDH_N	0.00111116957996763	0.000588737908809154	0.000197927155448736	0.000809404805636894	0.628239835199456
PTS_EIIC	0.00110007003486528	0.000168982597956173	0.00100489057588053	0.000793609716025824	0.729813385382228
Epimerase	0.00109828298523553	0.000406048474913071	6.1249226984325e-05	0.000728683754522446	0.524384408403603
