aerobe	anaerobe	facultative	MeanDecreaseAccuracy	MeanDecreaseGini
adh_short	0.00498471310575427	0.00394789389432362	0.00034750714264234	0.00392980511091943	2.72400271943558
Acyl-CoA_dh_N	0.00405135000643009	0.00214957055101403	-0.000716818814960006	0.00270704868809524	1.76062267623444
FA_desaturase	0.00367596495972145	0.00623211011619154	5.20970926756272e-05	0.00394104201312089	2.88655450036722
2-oxoacid_dh	0.00362032635855418	0.00904603640907097	0.00239074973483664	0.00512984561148893	4.95177386717471
NRDD	0.00352549306169479	0.00349928552758128	0.00100550867646433	0.0031291900684042	2.45015882615876
FAD_binding_3	0.00350080969077367	0.00783598188864726	0.00166762023974446	0.00454738278519846	3.55092621501763
Abhydrolase_1	0.00345684055154549	0.00272775014635559	0.000346771347125476	0.00275400370957164	2.03523113446082
Gly_radical	0.00333594297448671	0.000522673650784187	0.000476959205544968	0.00202415492905133	1.04560712754759
COX1	0.00333411936380417	0.00604604929242839	0.000613080112295703	0.00373568811384965	2.60952898887474
Bac_luciferase	0.00331116603968416	0.00467161560552027	-0.00036953863604538	0.00314926531542589	2.26828560806537
Fe-S_biosyn	0.00319741019940807	0.00404250853049421	0.00130333331825356	0.00314725987749904	2.00839432381077
PFL-like	0.0030834150262871	0.000700397111055327	0.00052920211253548	0.00193436913411965	1.37568453093615
POR_N	0.00299124581184443	0.00432465951672213	-0.000148525485783794	0.00292613882320847	2.71875824882464
Acyl-CoA_dh_M	0.00287032009752941	0.00167383416450097	0.000405720447801924	0.00211422787261045	1.36003872525597
Glyoxalase	0.00284565386572356	0.00837069278031868	0.000221361466190195	0.00417800854798372	2.98989915646133
Biotin_lipoyl	0.00273065947022168	0.00412152346281969	0.000782947874889387	0.00285621119308497	2.67518279623056
ADH_N	0.00268368726496137	0.00128537853179145	5.98738683837275e-05	0.00181844040727325	1.16594057827597
DHODB_Fe-S_bind	0.00267913152220696	0.00639957938790886	0.000122277587293817	0.00344438517591468	4.29137069314473
COX3	0.00265343677528459	0.00969309984095835	0.000867143583533922	0.00459246596527852	3.80491047216243
DUF2229	0.00263604594173575	0.00273495846331368	0.000840125284353106	0.00238043530328676	2.61537519615657
DAO	0.00262933434137484	0.00475907944767273	0.00140847725550785	0.00310860445487401	2.70636123388996
Prismane	0.00260726328647453	0.00369962146840706	0.000109319623847084	0.00257643785641832	2.35805369843303
ECH_1	0.00258001496212726	0.00229459919663351	0.000286690221602043	0.00211937336510115	1.82222327295268
OxoGdeHyase_C	0.00250805709333326	0.00817889346884514	0.000532118459676848	0.00396512737999052	3.2295867253046
E3_binding	0.00244911536095023	0.00402000320583844	0.000713786694923483	0.00266844500082567	3.35735691460093
Rieske	0.00242875281628306	0.00361615615994642	0.000456815061690175	0.00248373755153564	1.64640986854718
Aldedh	0.00231694238341717	0.004819865992994	8.37196169629468e-05	0.00273078394312508	2.02909303703099
FeoB_Cyto	0.00228401134343821	0.00179974768790168	0.00049893215297426	0.00185396544923171	1.37991749261122
Thiolase_C	0.00228170580462841	0.00350886671282804	3.34461380335727e-05	0.00230784381890362	1.61038102762808
Cytochrom_C_asm	0.00224200197779916	0.00210096627298999	0.000837322881728014	0.00199255077937966	1.73314329951348
DSBA	0.00220319720871774	0.00342664156582228	0.00152928252876496	0.00246634933528761	2.39032955166781
GMC_oxred_C	0.00218156203363479	0.00291540514089472	0.000182982443666716	0.00209919389434381	1.51870595586497
adh_short_C2	0.00217993598417663	0.00222987281371313	-8.63116179853069e-05	0.00183492548702915	1.19710510474419
Fe_hyd_lg_C	0.00213986219101148	0.00337419639754356	0.00016316621739549	0.00221538150342478	2.60717441824931
Thiolase_N	0.00213683364135663	0.00218595042478887	-0.000135733637966024	0.00179770507133683	1.86753871229773
Nitro_FeMo-Co	0.00212993927018499	0.00192545597303266	0.000177273351005984	0.00176198820601908	1.55965377337828
Ferrochelatase	0.00211665248214776	0.00442068540060779	0.00122664065530629	0.00269283576809359	3.12793474960571
Fe_hyd_SSU	0.00207611821855629	0.00273421784379287	0.000187702155718359	0.00199437317727032	3.11462661207911
