aerobe	anaerobe	facultative	MeanDecreaseAccuracy	MeanDecreaseGini
COX1	0.00461545219408284	0.00795182729502555	0.000211114784488245	0.00497732513037827	4.30933604474918
Acyl-CoA_dh_M	0.00423767334718219	0.00193319606781726	2.70217297519612e-05	0.00284980830259138	1.5873744984762
Biotin_lipoyl	0.0042027382165281	0.00503317185832263	0.00123643257596322	0.00401696283908674	3.43115552356374
Abhydrolase_1	0.00366343006220101	0.00246965581314074	-0.000196764114483769	0.00269288137167359	1.61003770553762
NRDD	0.00365483416004937	0.00360163521130686	0.000768253997046901	0.00318684334625273	2.68906415986797
COX3	0.00353836454408237	0.00827568658369608	0.000998801503045264	0.00464337210337665	3.12295932729247
FA_desaturase	0.00349652634946772	0.00708030680861099	1.89166003237109e-06	0.00405944666320193	3.09580653586342
E3_binding	0.0033232511055749	0.00579768060620885	0.00154684033406418	0.0038143331753426	4.20800069989423
Bac_luciferase	0.00328630243951753	0.00501359991470453	-5.29836538292415e-05	0.00330439009488088	2.02222738766299
DAO	0.00327912630570035	0.00548487347442914	0.000833131862518195	0.00360172582041698	3.65414240745392
Gly_radical	0.00323041485140393	0.000513508658394566	0.000783537762439507	0.0019968376922953	1.20131322272779
Fe-S_biosyn	0.00322886027464739	0.00430824885925409	0.00103056483624005	0.0032338638655287	2.2731827401915
adh_short	0.00312839642867878	0.0031995242154411	0.000672893807138607	0.00277884820413893	2.38938156256062
Acyl-CoA_dh_N	0.00309977155528402	0.00177183791056009	-1.98895626755949e-05	0.00219834289218905	1.36059080600671
FAD_binding_3	0.00309737268754036	0.00695664684314572	0.00084366612905629	0.00393360629125302	3.43204254756349
Fe_hyd_lg_C	0.00305972849296124	0.00463092608112317	0.000635663233069808	0.00318580092850555	4.117582996621
2-oxoacid_dh	0.00295241919794486	0.00583114310249479	0.00211543374439587	0.00372962686469755	3.39171925733301
Prismane	0.00276551944234235	0.00387385044805387	-0.000240774875134883	0.00264488935685851	2.41619649940384
POR_N	0.00271000589152273	0.00410867179491187	0.000339699291066257	0.00275586143500389	2.55794204993023
adh_short_C2	0.00266329387618284	0.00267295639077023	-1.07831343966954e-05	0.00224358253516778	1.83201613207956
DUF2229	0.00262954166417045	0.00327203274638658	0.000723884451694763	0.00254145917214802	2.83321366748619
PFL-like	0.0024844535304788	0.000539397167031741	0.000380167332822751	0.00153159541609528	0.980819652371839
C_GCAxxG_C_C	0.00243308910616529	0.00206488370891296	-0.000201675106616256	0.00190830301471241	2.31368461224788
Aldedh	0.00237330691646671	0.00538642942511301	0.000206865795067358	0.00298441795525452	1.92266547685662
FeoB_Cyto	0.00233468855438509	0.00155324111897072	0.000427053785929646	0.00178501501825712	1.30710193918331
UbiA	0.00229821848099009	0.000888658668509332	0.0008352461324583	0.00162491735076168	1.44325244027347
Acyl-CoA_dh_1	0.00229017066654343	0.00159559555901413	-0.000177615016738423	0.00168690086230928	1.19542794653214
Fer4	0.00225165230748392	0.00440230900087519	0.00060180605398696	0.00266798911294446	3.17465426902956
GMC_oxred_C	0.00224397938365811	0.00245107303046498	0.00040283897342741	0.00202743331626489	1.56488802939014
Rieske	0.00223613998199319	0.00353489582677857	0.000354683206012762	0.00237477958376473	1.62572868763119
Thiolase_C	0.00222995122649553	0.00375955841330182	0.000298192837769904	0.00242046545284057	1.99015397438596
E1_dh	0.00222716804800981	0.00232105587670407	0.00115350916676518	0.00208149949245363	2.65954106841861
GMC_oxred_N	0.00213251543827023	0.00309804787075651	0.000506227933090365	0.0021889562502201	1.56845953796645
Thiolase_N	0.00207125533594917	0.00220707188636427	-0.000290121630620382	0.00175383813847151	1.40561120557307
DHODB_Fe-S_bind	0.0020659442799788	0.00531965047767346	0.0002966131067174	0.00282461741919675	3.53597167192183
PFOR_II	0.00204581713719481	0.0033689598378016	-0.000117837667049094	0.00213436437285398	2.06743464379248
Nitro_FeMo-Co	0.00199877871798497	0.00196779826986956	0.00011963475600151	0.00169858921886992	1.4181608935701
Cytochrom_C_asm	0.00199118498769584	0.0030009209307491	0.00098517180112171	0.00215093230366881	1.63058811106718
OxoGdeHyase_C	0.0019163471049345	0.00586100235911771	0.000373282280201757	0.00292815010241813	2.42244947327351
ADH_N	0.00189687662075044	0.000846952595187945	6.61991102234759e-05	0.00128626643367118	0.911104841486145
Glyoxalase	0.00187434523829151	0.00583022737953202	0.000381435890478074	0.00289673317736537	2.14161635287614
Amidohydro_2	0.0018205831432642	0.000332174055756607	0.000259844292997323	0.00111022841120492	0.574406185434359
FAA_hydrolase	0.00180251373475534	0.00348168689093296	0.000244996863446458	0.00209757973587671	1.39595746650452
ECH_1	0.00179061685462174	0.00228238623267894	0.000203201588222678	0.00169808439707675	1.46962074511674
COX15-CtaA	0.0017739623299998	0.00703106254671542	0.000298969065761675	0.00316732320649251	2.33338639228587
3HCDH_N	0.0017513244089917	0.0019432242781007	0.000776139952242022	0.0016519468427756	1.36284881035909
Hydrolase_3	0.00173927743529497	5.88661103578345e-05	0.000245210856807704	0.000971164700222033	0.644203836399409
Peptidase_M17	0.00172125927655796	0.00230259401737804	0.000895795163475448	0.00176530545713619	1.94647905341889
ADH_zinc_N	0.00169460486097514	0.00136651849516144	-6.75962596634562e-05	0.0013177449515999	1.00546672363729
ClpS	0.00167812292158718	0.00146358915091346	0.000704808042506176	0.00146421454679816	1.23334051338737
PNP_phzG_C	0.00167777254487227	0.00303961395696436	0.000697625671817438	0.0019497676591307	1.51173775605371
HGD-D	0.00165227076892938	0.00366616473718311	2.24050723680514e-05	0.00203291458770201	2.34439834489623
Pro_dh	0.00163228424852534	0.00312717069868627	0.00036599620363787	0.00190501725134965	1.85345305510677
YceI	0.00157544488174955	0.0056775975928425	0.000520033911296328	0.00268978874231779	2.14067277702455
MFS_1	0.00154919556787872	0.000826292266932229	-0.000102349068700469	0.00107646209423455	0.921238622596904
DNA_ligase_A_C	0.00153860794773426	0.000512151825994292	0.000515342878457492	0.00106430111557524	0.646961683590457
Radical_SAM	0.00153821246579162	0.00303031934931366	0.000129324502590375	0.00178710248618132	1.95148618898343
TSCPD	0.00152415464027658	0.000756033408479311	0.000740711074095002	0.00115860447978523	1.34073549879136
Cytochrome_CBB3	0.00149277727305914	0.00492238948726647	0.000691748076635681	0.00244181682594495	2.12354022800408
Fer4_20	0.00144179838046984	0.00114669828239762	5.66898767692006e-05	0.00112665362420427	0.809414281833842
EKR	0.00142746682221636	0.00138414477585164	-0.000281052219182514	0.00115045606396018	0.823528494439121
LuxS	0.0013869204641499	0.000336466806584107	0.000558290034004364	0.000932822087534296	0.577148803856429
Fe_hyd_SSU	0.00138156691467571	0.00185267706176325	0.000110604314605578	0.00132701021131908	2.05861475415346
DSBA	0.00136116226250474	0.00202219641829865	0.000115213468221957	0.00138393451105723	1.24039401254375
2-oxogl_dehyd_N	0.00131606500621134	0.00719798560026024	0.00128934534483969	0.00316086955932644	2.69989078018464
Sigma70_r2	0.00130458287797581	0.000418287640428653	0.000324393664650484	0.000869602976657614	0.553400081087767
Rubrerythrin	0.00130300544340631	0.00584288541540203	0.000161575981435414	0.00256179661585706	2.43008983013709
ACAS_N	0.00130139083823233	0.00112986434741995	9.02225055352348e-05	0.00106622340158755	0.513294633220874
Abhydrolase_6	0.00128087717912641	0.00105269511468519	-4.05412124227039e-05	0.00100855033223468	0.690327811808492
3HCDH	0.00127726385748757	0.00131590841691808	0.000129835722387551	0.00111127310317358	1.02549979612017
HydF_dimer	0.00127637260013175	0.00126438173925589	0.000377705262882349	0.00113507607724856	1.69802199751303
Radical_SAM_C	0.00127155548624872	0.000910490131486619	-6.96654122550692e-06	0.000952010056012005	0.762574418686784
PTS_EIIB	0.0012395612957586	0.000168726681909097	0.000667206936100718	0.00080351783034211	0.670449719562455
GSDH	0.001237112531047	0.00222127853079377	0.000158197563856437	0.00137264982936029	1.16945097375145
Pyrophosphatase	0.00122300564275205	0.00180794934592068	-0.000253097295040401	0.00117257877265926	1.18297442379306
OsmC	0.00122175332002928	0.00122302164438421	-0.000149636362334286	0.00100253676029649	0.752776511716214
DUF179	0.00121553710884589	0.00263160015637852	0.000837818143824754	0.00159366514711901	1.30727094931412
TetR_N	0.00119861932062008	0.000486548107909427	2.55005732786389e-05	0.000791013298338777	0.963811998831276
POR	0.00118850376807347	0.00175769633631192	0.00013202957524594	0.00120172560038127	1.26679433516692
Fer2	0.00116731778352483	0.00144898147764673	7.3490465870195e-06	0.00109409425666407	0.666919369068503
FAD_binding_6	0.00116504565265607	0.000549245247678269	5.12898227675686e-05	0.000798499347368295	0.679492527003024
Rhodanese	0.00113198964835519	0.0038457169454876	0.00162838920753281	0.00204522327977395	2.71640464316173
DUF2179	0.00113051265312003	0.00210691390285109	0.000786315682169369	0.00138040367623728	1.16617165375859
