aerobe	anaerobe	facultative	MeanDecreaseAccuracy	MeanDecreaseGini
COX1	0.00462411771041474	0.0095224478959269	0.00118669062514811	0.00560939016061382	4.93450035769241
NRDD	0.00422622169680439	0.00423982154035197	0.00111114827799919	0.00374336702461697	3.15708601997452
Abhydrolase_1	0.00386156504946936	0.00248224078208978	0.000178868654751629	0.00284059861607028	1.73195060174723
Acyl-CoA_dh_M	0.00384873044353442	0.00143867808581656	-0.000163628031547172	0.00245236598875917	1.43103684899437
Gly_radical	0.00375219447688172	0.000743448580147981	0.000581537227298369	0.0023154271171133	1.24849953547837
Biotin_lipoyl	0.00372666866540533	0.0044436928388133	0.000727503265810804	0.00349294898451637	3.29331172661163
Acyl-CoA_dh_N	0.00371657733352695	0.00214726557825923	-0.000711165526932271	0.00252035212413671	1.43423406987361
adh_short	0.00356645856394329	0.00333905680942943	0.0010141081019172	0.00310003577371171	1.99186692458368
COX3	0.00322440618971467	0.00716504429282949	0.00103274687590257	0.00415665574795575	2.96703338667129
2-oxoacid_dh	0.00315683143769958	0.00714855876052242	0.00141028257449098	0.00414879206905295	3.98336707515943
PFL-like	0.00312820701451721	0.000569825297508114	0.000716084061056532	0.00193742557779441	1.15754099238223
adh_short_C2	0.00306412448766756	0.00295474771221019	-0.000277066249954863	0.00250700472070546	1.63446890339598
FAD_binding_3	0.00305621999296343	0.00874406195339241	0.00183053570679678	0.00464436517075223	3.81251485352593
Fe-S_biosyn	0.00298756525143701	0.00355524975080535	0.00121749112767283	0.00289286138466109	1.95803978394061
E3_binding	0.00288058641113558	0.00533483087505523	0.00106503675237586	0.00336643502095946	3.32801118378666
Bac_luciferase	0.00285950645528277	0.00509777691826628	-0.000462850409420582	0.00304478952914343	1.93056233983141
DUF2229	0.00281940740158076	0.0032278440693385	0.000575734172206083	0.00259828316267891	3.39391129876577
GMC_oxred_C	0.00279364478167641	0.00276764387490162	0.000255216210882495	0.00239562937262966	1.77597785121315
OxoGdeHyase_C	0.00276636577541026	0.00895073645619169	0.00113405346033363	0.00446070331654928	4.03172528862918
FA_desaturase	0.00255068673021348	0.00563182653501209	-0.000256785123814552	0.00306798650306092	2.22904437578276
Prismane	0.00252145596026225	0.00251145593963606	-0.000344364142756956	0.00206510644440568	1.93758111410294
COX15-CtaA	0.00249577896557249	0.00835538764627463	0.000598121320383705	0.00403402657980748	2.57414089476488
